"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","Funding Details","Funding Texts","References","Correspondence Address","Editors","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Jung S.; Myaeng S.-H.","Jung, Seokwoo (57208276627); Myaeng, Sung-Hyon (6601919335)","57208276627; 6601919335","Pre-Training a Neural Model to Overcome Data Scarcity in Relation Extraction from Text","2019","2019 IEEE International Conference on Big Data and Smart Computing, BigComp 2019 - Proceedings","","","8679242","","","","0","10.1109/BIGCOMP.2019.8679242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064616052&doi=10.1109%2fBIGCOMP.2019.8679242&partnerID=40&md5=6862632fc2b41f11c2829183d433c6b8","AiRS(Ai Recommender System), NAVER R and D Center, Seongnam, South Korea; School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, South Korea","Jung S., AiRS(Ai Recommender System), NAVER R and D Center, Seongnam, South Korea; Myaeng S.-H., School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, South Korea","Data scarcity is a major stumbling block in relation extraction. We propose an unsupervised pre-training method for extracting relational information from a huge amount of unlabeled data prior to supervised learning in the situation where hard to make golden labeled data. An objective function not requiring any labeled data is adopted during the pre-training phase, with an attempt to predict clue words crucial for inferring semantic relation types between two entities in a given sentence. The experimental result on public datasets shows that our approach achieves similar performance by using only 70% of data in a data-scarce setting. © 2019 IEEE.","dependency parsing; pcnn; pre-training; relation extraction; sentence embedding; unsupervised learning","Big data; Extraction; Machine learning; Semantics; Syntactics; Unsupervised learning; Dependency parsing; pcnn; Pre-training; Relation extraction; sentence embedding; Data mining","","","","","Ministry of Science, ICT and Future Planning, MSIP, (2017M3C4A7065962); Ministry of Science, ICT and Future Planning, MSIP; National Research Foundation of Korea, NRF","This research was supported by Next-Generation Information Computing Development Program through the National Research Foundation of Korea(NRF) funded by the Ministry of Science, ICT (2017M3C4A7065962).","Banko M., Cafarella M.J., Soderland S., Broadhead M., Etzioni O., Open information extraction from the web, Proceedings of IJCAI, pp. 2670-2676, (2007); Blitzer J., Dredze M., Pereira F., Biographies, bollywood, boom-boxes and blenders: Domain adaptation for sentiment classification, Proceedings of ACL, (2007); Bunescu R.C., Mooney R.J., A shortest path dependency kernel for relation extraction, Proceedings of HLT/EMNLP, pp. 724-731, (2005); Chen D., Manning C.D., A fast and accurate dependency parser using neural networks, Proceedings of EMNLP, pp. 740-750, (2014); Dai W., Xue G., Yang Q., Yu Y., Transferring naive bayes classifiers for text classification, Proceedings of AAAI, pp. 540-545, (2007); De Souza C.R., Gaidon A., Cabon Y., Lopez Pena A.M., Procedural generation of videos to train deep action recognition networks, CoRR, abs/1612.00881, (2016); Deng J., Dong W., Socher R., Li L., Li K., Li F., Imagenet: A large-scale hierarchical image database, 2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition CVPR, pp. 248-255, (2009); Desmet B., Hoste V., Fine-grained Dutch named entity recognition, Language Resources and Evaluation, 48, 2, pp. 307-343, (2014); Erhan D., Bengio Y., Courville A.C., Manzagol P.-A., Vincent P., Bengio S., Why does unsupervised pre-training help deep learning?, Journal of Machine Learning Research, 11, pp. 625-660, (2010); Hachey B., Grover C., Tobin R., Datasets for generic relation extraction, Natural Language Engineering, 18, 1, pp. 21-59, (2012); Hendrickx I., Nam Kim S., Kozareva Z., Nakov P., Seaghdha D.O., Pado S., Pennacchiotti M., Romano L., Szpakowicz S., Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of nominals, Proceedings of the 5th International Workshop on Semantic Evaluation, pp. 33-38, (2010); Hinton G.E., Connectionist learning procedures, Artificial Intelligence, 40, 1-3, pp. 185-234, (1989); Li Z., Qu L., Xu Q., Johnson M., Unsupervised pre-training with sequence reconstruction loss for deep relation extraction models, Australasian Language Technology Association Workshop 2016, (2016); Lin Y., Shen S., Liu Z., Luan H., Sun M., Neural relation extraction with selective attention over instances, Proceedings of ACL, (2016); Van Der Maaten L., Hinton G., Visualizing data using t-sne, Journal of Machine Learning Research, 9, pp. 2579-2605, (2008); Marin J., Vazquez D., Geronimo D., Lopez A.M., Learning appearance in virtual scenarios for pedestrian detection, The Twenty-Third IEEE Conference on Computer Vision and Pattern Recognition, CVPR, pp. 137-144, (2010); Mikolov T., Sutskever I., Chen K., Corrado G.S., Dean J., Distributed representations of words and phrases and their compositionality, Proceedings of NIPS, pp. 3111-3119, (2013); Min B., Shi S., Grishman R., Lin C., Ensemble semantics for large-scale unsupervised relation extraction, Proceedings of EMNLP-CoNLL, pp. 1027-1037, (2012); Mintz M., Bills S., Snow R., Jurafsky D., Distant supervision for relation extraction without labeled data, Proceedings of ACL, pp. 1003-1011, (2009); Nakashole N., Weikum G., Suchanek F.M., PATTY: A taxonomy of relational patterns with semantic types, Proceedings of EMNLP-CoNLL, pp. 1135-1145, (2012); Jialin Pan S., Yang Q., A survey on transfer learning, IEEE Transactions on Knowledge and Data Engineering, 22, 10, pp. 1345-1359, (2010); Jialin Pan S., Wenchen Zheng V., Yang Q., Hao Hu D., Transfer learning for wifi-based indoor localization, Association for the Advancement of Artificial Intelligence (AAAI) Workshop, (2008); Raina R., Battle A., Lee H., Packer B., Ng A.Y., Self-taught learning: Transfer learning from unlabeled data, Proceedings of ICML, pp. 759-766, (2007); Socher R., Huval B., Manning C.D., Ng A.Y., Semantic compositionality through recursive matrix-vector spaces, Proceedings of EMNLP, pp. 1201-1211, (2012); Zelenko D., Aone C., Richardella A., Kernel methods for relation extraction, Journal of Machine Learning Research, 3, pp. 1083-1106, (2003); Zeng D., Liu K., Chen Y., Zhao J., Distant supervision for relation extraction via piecewise convolutional neural networks, Proceedings of EMNLP, pp. 1753-1762, (2015); Zeng D., Liu K., Lai S., Zhou G., Zhao J., Relation classification via convolutional deep neural network, Proceedings of COLING, pp. 2335-2344, (2014); Zhou G., Su J., Zhang J., Zhang M., Exploring various knowledge in relation extraction, Proceedings of ACL, pp. 427-434, (2005); Zhu J., Nie Z., Liu X., Zhang B., Wen J.-R., Statsnowball: A statistical approach to extracting entity relationships, Proceedings of WWW, pp. 101-110, (2009)","","","Institute of Electrical and Electronics Engineers Inc.","IEEE; Korean Institute of Information Scientists and Engineers (KIISE)","2019 IEEE International Conference on Big Data and Smart Computing, BigComp 2019","27 February 2019 through 2 March 2019","Kyoto","146803","","978-153867789-6","","","English","IEEE Int. Conf. Big Data Smart Comput., BigComp - Proc.","Conference paper","Final","","Scopus","2-s2.0-85064616052"
